# Frame Contacts1 Contacts2
597 1 51
598 5 42
599 4 54
600 1 47
601 3 39
602 4 40
603 1 46
604 13 62
605 4 49
606 1 58
607 9 39
608 12 53
609 14 57
610 15 51
611 12 43
612 9 42
613 15 46
614 18 58
615 9 50
616 9 45
617 10 41
618 9 40
619 10 39
620 10 35
621 10 39
622 16 61
623 21 47
624 24 60
625 22 55
626 20 35
627 21 51
628 23 42
629 28 42
630 23 61
631 20 50
632 20 44
633 29 39
634 21 43
635 17 42
636 16 48
637 24 54
638 18 54
639 17 58
640 23 42
641 20 55
642 18 50
643 29 51
644 17 45
645 24 52
646 18 39
647 20 52
648 16 35
649 15 35
650 18 40
651 19 36
652 15 30
653 16 32
654 25 37
655 22 44
656 17 32
657 17 34
658 14 25
659 9 31
660 12 27
661 9 28
662 11 28
663 7 23
664 14 36
665 15 42
666 17 45
667 20 18
668 15 26
669 20 31
670 21 21
671 24 24
672 20 22
673 26 32
674 25 21
675 17 19
676 23 19
677 26 20
678 26 22
679 22 31
680 25 30
681 27 35
682 30 27
683 20 34
684 24 51
685 21 51
686 24 40
687 30 36
688 18 38
689 27 41
690 24 38
691 24 32
692 21 21
693 22 34
694 24 24
695 25 34
696 27 26
697 17 31
698 25 22
699 21 25
700 28 38
701 27 26
702 19 36
703 21 31
704 20 25
705 24 31
706 24 33
707 21 29
708 24 29
709 28 37
710 26 38
711 23 19
712 21 28
713 19 29
714 25 25
715 27 29
716 17 25
717 15 29
718 26 31
719 20 30
720 24 28
721 24 38
722 25 22
723 26 32
724 28 29
725 25 31
726 23 32
727 22 16
728 23 15
729 26 8
730 33 12
731 36 10
732 25 12
733 27 10
734 21 12
735 42 11
736 37 9
737 40 7
738 35 7
739 47 13
740 31 9
741 32 19
742 46 14
743 30 9
744 37 11
745 40 8
746 32 12
747 37 8
748 42 9
749 37 9
750 39 6
751 45 13
752 28 12
753 33 18
754 29 8
755 37 22
756 42 22
757 37 20
758 48 31
759 45 25
760 33 24
761 35 30
762 26 20
763 20 24
764 33 19
765 28 18
766 31 18
767 21 23
768 32 24
769 20 21
770 28 23
771 20 19
772 27 31
773 30 26
774 29 27
775 27 26
776 28 36
777 25 25
778 27 19
779 24 25
780 30 28
781 23 13
782 38 15
783 28 14
784 30 17
785 29 21
786 37 27
787 24 29
788 25 29
789 18 14
790 32 12
791 29 7
792 30 3
793 28 8
794 31 10
795 21 17
796 20 12
797 20 16
798 15 19
799 24 11
800 28 18
801 29 21
802 25 21
803 23 26
804 31 30
805 29 9
806 18 12
807 19 20
808 18 16
809 27 24
810 27 19
811 32 26
812 29 27
813 22 15
814 25 14
815 23 11
816 22 19
817 22 15
818 29 11
819 29 26
820 29 22
821 28 27
822 16 24
823 24 15
824 17 23
825 30 18
826 24 24
827 28 18
828 39 19
829 39 16
830 41 25
831 45 20
832 34 20
833 30 17
834 28 10
835 20 12
836 29 9
837 31 8
838 40 6
839 21 28
840 33 10
841 30 12
842 28 15
843 35 18
844 32 17
845 26 14
846 30 13
847 35 15
848 35 19
849 50 16
850 27 20
851 19 20
852 32 24
853 18 18
854 20 22
855 38 23
856 12 21
857 31 29
858 20 27
859 21 21
860 28 27
861 38 21
862 23 18
863 19 13
864 31 9
865 21 16
866 23 10
867 31 15
868 33 15
869 27 16
870 27 14
871 36 6
872 38 16
873 30 15
874 27 20
875 37 16
876 37 19
877 41 18
878 28 17
879 33 16
880 37 19
881 38 9
882 25 5
883 17 9
884 17 9
885 20 9
886 24 12
887 19 6
888 26 6
889 33 12
890 37 6
891 34 14
892 33 16
893 36 10
894 32 16
895 39 12
896 47 13
897 36 9
898 33 8
899 33 5
900 42 6
901 31 9
902 33 16
903 29 9
904 26 6
905 36 11
906 25 6
907 28 8
908 35 5
909 29 5
910 22 7
911 26 6
912 22 8
913 29 17
914 36 7
915 29 18
916 18 10
917 16 24
918 20 16
919 24 18
920 27 22
921 26 18
922 26 22
923 29 12
924 41 13
925 31 19
926 28 22
927 25 22
928 23 14
929 26 11
930 19 10
931 12 12
932 32 8
933 24 5
934 33 7
935 26 0
936 40 8
937 23 18
938 34 5
939 20 6
940 14 6
941 17 6
942 21 6
943 22 10
944 10 20
945 13 8
946 11 10
947 6 12
948 6 1
949 9 5
950 1 12
951 1 16
952 4 22
953 4 13
954 0 6
955 5 4
956 8 5
957 13 5
958 2 6
959 6 7
960 10 8
961 8 10
962 5 6
963 14 5
964 18 6
965 14 2
966 17 2
967 11 4
968 5 2
969 11 0
970 14 6
971 7 10
972 11 11
973 10 6
974 8 7
975 5 6
976 4 8
977 10 11
978 14 7
979 11 16
980 0 7
981 16 8
982 4 20
983 6 29
984 5 17
985 13 10
986 9 5
987 3 10
988 5 7
989 2 11
990 2 13
991 1 14
992 15 15
993 14 9
994 12 11
995 23 13
996 13 10
997 27 9
998 12 19
999 29 7
1000 11 2
1001 13 9
1002 23 19
1003 14 19
1004 28 12
1005 13 12
1006 22 3
1007 23 9
1008 12 6
1009 24 7
1010 16 0
1011 16 10
1012 25 7
1013 23 0
1014 20 0
1015 12 16
1016 13 9
1017 24 8
1018 15 6
1019 16 10
1020 28 2
1021 19 10
1022 20 11
1023 18 7
1024 16 11
1025 23 9
1026 21 2
1027 22 6
1028 38 12
1029 22 8
1030 34 9
1031 20 4
1032 34 10
1033 42 5
1034 28 13
1035 16 10
1036 23 12
1037 24 7
1038 25 4
1039 17 7
1040 16 9
1041 15 12
1042 4 16
1043 14 13
1044 6 20
1045 15 18
1046 22 24
1047 25 20
1048 14 21
1049 20 27
1050 20 17
1051 26 23
1052 17 7
1053 23 12
1054 24 15
1055 21 3
1056 14 0
1057 22 8
1058 13 16
1059 9 16
1060 7 24
1061 13 20
1062 14 10
1063 19 15
1064 14 14
1065 14 13
1066 16 7
1067 29 3
1068 24 4
1069 17 3
1070 15 2
1071 20 2
1072 20 4
1073 29 4
1074 24 0
1075 26 2
1076 18 0
1077 11 5
1078 13 4
1079 9 4
1080 6 1
1081 2 4
1082 3 0
1083 8 4
1084 8 4
1085 6 5
1086 7 8
1087 7 6
1088 5 11
1089 2 4
1090 0 2
1091 6 4
1092 8 4
1093 7 11
1094 7 7
1095 0 13
1096 0 14
1097 0 13
1098 16 12
1099 16 12
1100 14 14
1101 19 14
1102 18 14
1103 19 13
1104 18 2
1105 14 1
1106 18 0
1107 21 0
1108 40 0
1109 41 0
1110 32 1
1111 30 1
1112 26 14
1113 54 15
1114 32 9
1115 40 9
1116 30 10
1117 21 7
1118 26 12
1119 16 10
1120 16 7
1121 14 10
1122 18 7
1123 15 7
1124 4 5
1125 15 5
1126 18 7
1127 15 5
1128 15 5
1129 18 4
1130 20 12
1131 26 14
1132 15 12
1133 22 19
1134 18 17
1135 26 18
1136 19 17
1137 19 18
1138 16 24
1139 21 28
1140 14 20
1141 19 27
1142 14 33
1143 25 40
1144 18 39
1145 23 31
1146 23 27
1147 28 25
1148 30 21
1149 23 26
1150 9 33
1151 12 29
1152 5 34
1153 16 18
1154 14 29
1155 18 34
1156 22 26
1157 21 26
1158 20 25
1159 12 26
1160 12 14
1161 12 27
1162 17 27
1163 10 40
1164 18 32
1165 12 17
1166 19 31
1167 23 21
1168 16 51
1169 19 55
1170 30 43
1171 28 53
1172 29 43
1173 9 44
1174 14 42
1175 18 54
1176 20 58
1177 12 49
1178 14 53
1179 23 50
1180 27 59
1181 39 51
1182 31 61
1183 31 65
1184 25 62
1185 32 42
1186 29 51
1187 38 51
1188 19 69
1189 31 64
1190 19 71
1191 15 55
1192 2 78
1193 5 50
1194 1 82
1195 2 71
1196 0 80
1197 8 101
1198 7 95
1199 3 84
1200 2 74
1201 0 99
1202 0 75
1203 8 91
1204 0 83
1205 0 74
1206 1 78
1207 2 90
1208 7 67
1209 8 91
1210 6 71
1211 3 61
1212 1 77
1213 10 76
1214 8 92
1215 7 55
1216 9 77
1217 15 86
1218 12 64
1219 20 65
1220 24 55
1221 28 62
1222 20 59
1223 28 71
1224 27 30
1225 13 64
1226 37 76
1227 17 53
1228 18 61
1229 50 67
1230 43 69
1231 52 83
1232 33 95
1233 18 81
1234 39 82
1235 26 85
1236 18 110
1237 30 79
1238 18 79
1239 10 97
1240 30 96
1241 25 89
1242 23 88
1243 21 67
1244 21 97
1245 24 86
1246 30 88
1247 18 75
1248 17 102
1249 10 60
1250 2 78
1251 8 57
1252 3 95
1253 7 105
1254 6 110
1255 7 89
1256 10 77
1257 12 88
1258 10 87
1259 14 76
1260 0 57
1261 6 70
1262 0 70
1263 1 72
1264 1 84
1265 2 61
1266 1 85
1267 0 86
1268 0 70
1269 1 76
1270 1 103
1271 1 79
1272 6 89
1273 1 93
1274 0 98
1275 0 94
1276 1 95
1277 0 88
1278 1 108
1279 2 85
1280 1 78
1281 7 81
1282 4 76
1283 3 94
1284 8 76
1285 13 53
1286 5 87
1287 14 95
1288 32 79
1289 15 77
1290 19 98
1291 9 80
1292 12 75
1293 11 84
1294 10 71
1295 25 84
1296 11 67
1297 11 85
1298 4 87
1299 1 84
1300 5 79
1301 7 71
1302 3 71
1303 6 94
1304 1 88
1305 4 81
1306 0 102
1307 0 87
1308 0 72
1309 0 72
1310 0 85
1311 1 104
1312 0 60
1313 0 85
1314 1 75
1315 1 87
1316 0 85
1317 6 87
1318 1 66
1319 1 72
1320 3 84
1321 2 81
1322 6 85
1323 4 97
1324 18 85
1325 4 68
1326 10 91
1327 11 74
1328 5 76
1329 11 112
1330 10 93
1331 12 91
1332 9 123
1333 7 92
1334 11 101
1335 8 85
1336 10 77
1337 6 92
1338 11 68
1339 8 83
1340 11 93
1341 12 67
1342 8 85
1343 6 70
1344 13 65
1345 10 89
1346 10 87
1347 2 89
1348 11 76
1349 3 71
1350 2 99
1351 5 85
1352 3 76
1353 4 56
1354 6 65
1355 8 87
1356 12 83
1357 8 88
1358 10 79
1359 19 104
1360 13 76
1361 2 77
1362 3 74
1363 1 84
1364 5 84
1365 14 101
1366 13 90
1367 2 102
1368 6 96
1369 6 92
1370 10 81
1371 7 73
1372 10 67
1373 6 59
1374 7 53
1375 1 79
1376 3 67
1377 2 63
1378 2 69
1379 3 88
1380 6 72
1381 8 82
1382 6 69
1383 8 68
1384 6 78
1385 8 86
1386 5 90
1387 4 80
1388 9 100
1389 11 79
1390 10 78
1391 12 95
1392 13 78
1393 11 85
1394 12 78
1395 6 76
1396 11 97
1397 11 85
1398 6 89
1399 6 87
1400 5 87
1401 10 93
1402 7 89
1403 2 98
1404 11 98
1405 5 83
1406 8 78
1407 5 98
1408 6 86
1409 6 98
1410 5 97
1411 5 94
1412 2 88
1413 6 113
1414 11 100
1415 27 83
1416 28 90
1417 11 88
1418 25 87
1419 13 98
1420 27 91
1421 21 92
1422 19 85
1423 17 85
1424 8 84
1425 15 88
1426 14 82
1427 28 58
1428 16 59
1429 16 57
1430 14 62
1431 7 49
1432 10 58
1433 12 46
1434 10 55
1435 15 50
1436 12 58
1437 1 53
1438 2 53
1439 1 55
1440 5 50
1441 3 60
1442 5 41
1443 0 48
1444 1 49
1445 1 70
1446 4 70
1447 2 76
1448 1 77
1449 4 58
1450 3 66
1451 2 34
1452 1 49
1453 0 62
1454 1 46
1455 1 70
1456 4 47
1457 2 60
1458 1 74
1459 2 53
1460 2 45
1461 2 58
1462 2 50
1463 1 57
1464 2 62
1465 1 54
1466 3 58
1467 0 63
1468 1 65
1469 1 64
1470 1 54
1471 1 54
1472 2 60
1473 10 59
1474 6 64
1475 7 59
1476 8 52
1477 6 58
1478 8 57
1479 8 68
1480 6 74
1481 2 65
1482 8 82
1483 3 67
1484 5 72
1485 0 64
1486 0 74
1487 2 73
1488 3 54
1489 0 66
1490 0 61
1491 0 60
1492 0 54
1493 0 77
1494 6 73
1495 2 60
1496 2 67
1497 0 64
1498 3 67
1499 6 75
1500 4 74
1501 3 80
1502 5 112
1503 4 85
1504 7 80
1505 1 83
1506 2 78
1507 4 79
1508 15 75
1509 13 84
1510 17 84
1511 10 84
1512 6 85
1513 9 91
1514 15 102
1515 15 78
1516 9 74
1517 16 80
1518 23 93
1519 18 94
1520 14 90
1521 17 73
1522 19 104
1523 22 81
1524 12 95
1525 11 98
1526 16 100
1527 8 87
1528 14 104
1529 10 73
1530 9 77
1531 14 89
1532 6 88
1533 6 79
1534 1 67
1535 4 65
1536 0 63
1537 0 64
1538 3 60
1539 2 89
1540 3 75
1541 6 70
1542 6 70
1543 11 80
1544 9 74
1545 8 67
1546 9 59
1547 12 91
1548 12 68
1549 9 56
1550 2 77
1551 4 47
1552 9 50
1553 6 52
1554 7 88
1555 13 61
1556 12 74
1557 9 102
1558 7 64
1559 7 62
1560 7 80
1561 13 68
1562 15 67
1563 14 66
1564 10 79
1565 13 71
1566 16 79
1567 5 93
1568 8 75
1569 4 61
1570 4 66
1571 3 59
1572 2 67
1573 3 102
1574 2 84
1575 3 80
1576 1 84
1577 8 107
1578 2 99
1579 13 77
1580 14 98
1581 6 88
1582 6 101
1583 11 83
1584 18 86
1585 13 102
1586 8 77
1587 7 61
1588 10 66
1589 6 46
1590 5 41
1591 7 40
1592 0 46
1593 4 40
1594 7 42
1595 0 44
1596 0 53
1597 0 45
1598 0 63
1599 0 64
1600 0 59
1601 0 45
1602 0 46
1603 0 29
1604 0 53
1605 0 45
1606 0 50
1607 0 57
1608 0 59
1609 0 53
1610 0 62
1611 0 28
1612 0 36
1613 0 40
1614 11 38
1615 9 49
1616 3 52
1617 16 60
1618 17 46
1619 7 44
1620 8 49
1621 5 53
1622 7 48
1623 6 43
1624 4 61
1625 3 52
1626 3 62
1627 7 50
1628 16 72
1629 12 66
1630 7 56
1631 14 58
1632 13 41
1633 9 79
1634 7 58
1635 0 52
1636 8 64
1637 8 73
1638 9 50
1639 5 57
1640 10 54
1641 9 77
1642 14 55
1643 10 48
1644 7 43
1645 11 56
1646 15 58
1647 8 66
1648 11 61
1649 8 66
1650 10 74
1651 14 65
1652 9 65
1653 13 63
1654 3 64
1655 1 69
1656 4 59
1657 2 56
1658 5 74
1659 11 63
1660 4 73
1661 6 92
1662 10 64
1663 5 100
1664 5 53
1665 2 73
1666 0 85
1667 0 69
1668 0 79
1669 1 69
1670 4 66
1671 4 58
1672 6 54
1673 6 49
1674 2 49
1675 10 75
1676 5 63
1677 2 59
1678 1 67
1679 4 70
1680 5 94
1681 6 72
1682 5 63
1683 7 68
1684 8 80
1685 10 93
1686 5 66
1687 10 66
1688 0 62
1689 0 68
1690 0 48
1691 0 58
1692 0 61
1693 0 71
1694 0 71
1695 0 81
1696 0 94
1697 1 80
1698 7 90
1699 12 90
1700 12 70
1701 3 64
1702 4 79
1703 9 66
1704 7 75
1705 1 35
1706 0 59
1707 0 55
1708 1 59
1709 0 60
1710 0 73
1711 0 68
1712 0 60
1713 1 80
1714 0 77
1715 0 90
1716 5 62
1717 5 80
1718 7 70
1719 12 73
1720 3 54
1721 3 49
1722 2 45
1723 11 40
1724 11 52
1725 5 74
1726 7 85
1727 10 61
1728 12 63
1729 15 70
1730 15 86
1731 15 74
1732 17 45
1733 15 58
1734 10 51
1735 14 66
1736 10 50
1737 9 59
1738 8 58
1739 10 54
1740 8 64
1741 7 52
1742 10 55
1743 6 61
1744 11 68
1745 13 66
1746 23 77
1747 17 89
1748 19 75
1749 11 91
1750 13 87
1751 13 70
1752 12 68
1753 9 78
1754 8 79
1755 13 79
1756 10 72
1757 15 75
1758 10 75
1759 14 100
1760 14 56
1761 12 80
1762 13 85
1763 15 75
1764 19 67
1765 15 82
1766 16 70
1767 8 68
1768 12 81
1769 12 66
1770 7 78
1771 11 72
1772 7 67
1773 8 74
1774 10 66
1775 14 69
1776 14 76
1777 18 69
1778 19 84
1779 15 79
1780 11 75
1781 10 78
1782 10 51
1783 13 65
1784 13 67
1785 13 64
1786 9 62
1787 16 82
1788 15 80
1789 18 94
1790 6 95
1791 4 80
1792 7 91
1793 3 80
1794 0 71
1795 0 91
1796 0 94
1797 5 67
1798 6 95
1799 9 73
1800 15 76
1801 19 93
1802 23 89
1803 19 94
1804 24 80
1805 20 85
1806 22 72
1807 18 90
1808 21 83
1809 10 79
1810 17 70
1811 16 91
1812 22 76
1813 22 84
1814 12 77
1815 17 93
1816 19 86
1817 15 81
1818 14 83
1819 19 83
1820 12 95
1821 11 104
1822 9 88
1823 22 104
1824 29 85
1825 20 96
1826 24 110
1827 19 102
1828 21 82
1829 23 85
1830 20 83
1831 17 77
1832 19 96
1833 15 86
1834 15 87
1835 15 82
1836 15 65
1837 15 72
1838 14 95
1839 22 107
1840 28 102
1841 26 84
1842 30 108
1843 8 67
1844 12 94
1845 14 107
1846 3 74
1847 14 94
1848 13 88
1849 3 96
1850 1 79
1851 8 83
1852 5 78
1853 5 80
1854 5 60
1855 0 64
1856 5 70
1857 6 64
1858 0 74
1859 1 53
1860 3 71
1861 0 69
1862 0 70
1863 0 58
1864 10 62
1865 2 65
1866 0 62
1867 0 64
1868 0 72
1869 3 74
1870 7 54
1871 7 90
1872 2 93
1873 4 97
1874 0 63
1875 5 57
1876 12 70
1877 7 61
1878 12 54
1879 3 65
1880 9 64
1881 8 51
1882 20 60
1883 16 89
1884 10 62
1885 8 61
1886 14 79
1887 11 68
1888 8 60
1889 10 63
1890 20 78
1891 16 72
1892 17 89
1893 20 62
1894 15 80
1895 19 68
1896 19 62
1897 22 62
1898 16 60
1899 13 93
1900 10 58
1901 6 68
1902 3 76
1903 15 67
1904 20 72
1905 11 59
1906 14 72
1907 9 76
1908 15 74
1909 14 65
1910 8 75
1911 18 72
1912 3 80
1913 7 65
1914 14 65
1915 12 64
1916 14 67
1917 25 69
1918 35 69
1919 30 56
1920 36 26
1921 38 58
1922 41 46
1923 33 40
1924 31 32
1925 35 32
1926 27 32
1927 37 20
1928 43 33
1929 31 39
1930 27 19
1931 24 4
1932 36 9
1933 30 10
1934 25 5
1935 28 6
1936 28 11
1937 56 9
1938 42 22
1939 36 1
1940 34 6
1941 39 7
1942 58 6
1943 61 2
1944 51 5
1945 42 1
1946 45 0
1947 52 1
1948 51 4
1949 52 5
1950 45 2
1951 42 2
1952 56 7
1953 42 7
1954 54 30
1955 40 22
1956 41 16
1957 46 18
1958 27 22
1959 36 31
1960 46 18
1961 49 24
1962 38 16
1963 43 8
1964 36 29
1965 42 34
1966 43 14
1967 40 32
1968 42 20
1969 46 41
1970 36 20
1971 34 18
1972 37 19
1973 26 18
1974 35 9
1975 16 2
1976 4 1
1977 7 5
1978 14 5
1979 12 4
1980 11 7
1981 6 3
1982 4 0
1983 5 6
1984 6 0
1985 16 4
1986 11 1
1987 10 10
1988 8 14
1989 3 15
1990 5 24
1991 2 22
1992 6 25
1993 6 26
1994 12 14
1995 25 24
1996 7 17
1997 2 31
1998 3 36
1999 2 31
2000 10 47
2001 24 16
2002 16 35
2003 32 17
2004 5 30
2005 2 20
2006 10 11
2007 4 24
2008 10 33
2009 11 22
2010 5 14
2011 2 18
2012 2 22
2013 10 26
2014 0 22
2015 3 35
2016 2 27
2017 3 23
2018 2 22
2019 9 20
2020 10 23
2021 18 25
2022 11 26
2023 6 17
2024 23 25
2025 20 31
2026 20 24
2027 3 33
2028 4 30
2029 3 17
2030 3 27
2031 5 35
2032 8 31
2033 8 25
2034 17 25
2035 13 22
2036 11 21
2037 18 24
2038 8 19
2039 11 11
2040 13 18
2041 17 10
2042 18 13
2043 15 12
2044 21 10
2045 18 21
2046 15 12
2047 11 15
2048 14 23
2049 20 14
2050 19 10
2051 15 14
2052 14 11
2053 13 8
2054 11 2
2055 15 3
2056 14 4
2057 14 8
2058 4 5
2059 6 10
2060 5 17
2061 13 17
2062 9 23
2063 10 30
2064 15 33
2065 12 39
2066 11 40
2067 12 29
2068 14 28
2069 16 31
2070 7 24
2071 13 28
2072 13 31
2073 16 36
2074 11 23
2075 12 25
2076 9 20
2077 6 14
2078 8 14
2079 10 16
2080 9 14
2081 9 13
2082 10 18
2083 9 19
2084 11 13
2085 12 4
2086 12 16
2087 14 11
2088 13 3
2089 16 1
2090 18 14
2091 14 1
2092 12 3
2093 9 2
2094 10 5
2095 17 14
2096 1 8
2097 8 6
2098 8 2
2099 13 5
2100 21 11
2101 18 11
2102 28 16
2103 8 15
2104 4 19
2105 16 9
2106 2 0
2107 15 1
2108 7 0
2109 5 0
2110 5 5
2111 16 0
2112 13 0
2113 10 2
2114 15 0
2115 2 2
2116 1 3
2117 2 7
2118 4 5
2119 0 1
2120 1 13
2121 5 8
2122 3 0
2123 5 0
2124 2 1
2125 1 0
2126 1 0
2127 3 0
2128 0 0
2129 1 0
2130 0 4
2131 2 6
2132 2 14
2133 7 8
2134 10 9
2135 7 13
2136 7 8
2137 10 15
